# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0.9595094	-2.5939941e-09	-1.3891855e-09	0.347	0	0
0	0.9599519	-7.680257e-09	3.8146972e-10	0.34799996	0	0
0	0.9603916	-5.5948894e-09	-7.629394e-11	0.349	0	0
0	0.9608283	-6.4595542e-09	-5.817413e-10	0.35	0	0
0	0.96126217	-8.347829e-09	-6.167094e-10	0.351	0	0
0	0.9616932	-4.272461e-09	1.27156575e-11	0.35200003	0	0
0	0.9621215	-2.89917e-09	-1.4305115e-09	0.35299996	0	0
0	0.9625469	-8.036295e-09	2.4795532e-10	0.354	0	0
0	0.96296936	-6.8155925e-09	-6.389618e-10	0.35499996	0	0
0	0.96338916	-6.1416627e-09	3.5921732e-10	0.35599998	0	0
0	0.96380603	-4.526774e-09	1.6848246e-10	0.35699996	0	0
0	0.9642201	-3.967285e-09	6.4531963e-10	0.358	0	0
0	0.96463144	-1.3224284e-09	3.7511189e-10	0.359	0	0
0	0.96504	-7.0699055e-09	2.193451e-10	0.36	0	0
0	0.9654458	-7.6293943e-10	-2.638499e-10	0.36100003	0	0
0	0.96584874	-5.5440266e-09	6.5167743e-10	0.36199996	0	0
0	0.96624875	3.306071e-10	1.0045369e-09	0.363	0	0
0	0.96664625	-9.155274e-09	9.536744e-10	0.36399996	0	0
0	0.9670407	-4.0181476e-09	5.1816307e-10	0.365	0	0
0	0.96743315	-1.373291e-08	2.7338665e-10	0.366	0	0
0	0.9678219	-6.4086914e-09	-5.8015187e-10	0.367	0	0
0	0.96820855	-8.799235e-09	-4.5140583e-10	0.368	0	0
0	0.96859133	-5.391439e-09	-5.118052e-10	0.369	0	0
0	0.9689721	-6.00179e-09	-8.869171e-10	0.37000003	0	0
0	0.96935	-6.891886e-09	8.2651774e-11	0.37099996	0	0
0	0.9697252	-7.0953368e-09	2.8610229e-11	0.37199998	0	0
0	0.9700976	-1.6021728e-09	-1.1348724e-09	0.37299997	0	0
0	0.9704672	-3.4077963e-09	2.4318694e-10	0.374	0	0
0	0.9708342	-4.679362e-09	3.9418538e-10	0.375	0	0
0	0.97119814	-5.79834e-09	1.1444092e-09	0.376	0	0
0	0.97155946	-6.2052408e-09	-7.947286e-11	0.37700003	0	0
0	0.9719179	-1.7547608e-09	-2.2570291e-10	0.37800002	0	0
0	0.97227365	-1.9073487e-09	-7.4068707e-10	0.37900004	0	0
0	0.9726267	-1.3987224e-09	-1.1761983e-10	0.37999997	0	0
0	0.97297674	-8.773804e-09	1.7706553e-09	0.38099998	0	0
0	0.9733242	-2.7402243e-09	8.2651774e-11	0.382	0	0
0	0.9736689	-2.0345052e-10	-7.311503e-10	0.383	0	0
0	0.97401065	-1.3478597e-09	-5.976359e-10	0.384	0	0
0	0.9743495	-7.2224933e-09	-8.5512797e-10	0.385	0	0
0	0.9746856	1.5258789e-09	1.2397766e-10	0.38600004	0	0
0	0.975019	-6.612142e-10	-5.5948896e-10	0.38699993	0	0
0	0.9753496	-1.5258789e-09	-3.33786e-10	0.38800004	0	0
0	0.9756771	-3.890991e-09	1.0824204e-09	0.38899997	0	0
0	0.97600186	-6.5104167e-09	-3.9100648e-10	0.39	0	0
0	0.9763237	-3.4077963e-09	2.2570291e-10	0.391	0	0
0	0.9766429	2.6448568e-09	1.5385946e-09	0.392	0	0
0	0.97695917	-8.138021e-10	1.0935466e-09	0.39300004	0	0
0	0.9772725	-1.6530355e-09	1.9454955e-09	0.39400002	0	0
0	0.97758293	-8.417765e-09	1.3923646e-09	0.39500004	0	0
0	0.97789043	-8.49406e-09	-1.14440915e-10	0.39599994	0	0
0	0.9781952	2.339681e-09	3.496806e-10	0.39700004	0	0
0	0.9784967	-7.0699055e-09	3.306071e-10	0.39799997	0	0
0	0.9787954	-3.9164227e-09	1.4623006e-10	0.39899996	0	0
0	0.97909117	-4.8828124e-09	-1.0967255e-09	0.4	0	0
0	0.9787971	1.5258789e-10	6.3260397e-10	0.39899996	0	0
0	0.9784982	-3.0263265e-09	-1.4177958e-09	0.39799997	0	0
0	0.97819656	-1.5004475e-09	1.1253357e-09	0.39700004	0	0
0	0.9778921	2.5431315e-09	1.11262e-09	0.39599994	0	0
0	0.9775846	8.6466473e-10	-1.04904176e-10	0.39500004	0	0
0	0.9772742	2.6448568e-09	-2.2252401e-10	0.39400002	0	0
0	0.9769606	8.214315e-09	-7.311503e-10	0.39300004	0	0
0	0.9766446	1.6784668e-09	-1.0808309e-10	0.392	0	0
0	0.97632563	5.5440266e-09	4.800161e-10	0.391	0	0
0	0.9760035	1.6276042e-09	1.8056233e-09	0.39	0	0
0	0.97567856	8.6466473e-10	1.5195211e-09	0.38899997	0	0
0	0.97535115	7.6293943e-10	2.002716e-10	0.38800004	0	0
0	0.97502	-4.0435792e-09	7.1843465e-10	0.38699993	0	0
0	0.9746871	-3.6875407e-09	3.496806e-10	0.38600004	0	0
0	0.97435117	2.7720133e-09	4.673004e-10	0.385	0	0
0	0.9740123	1.2715658e-10	1.7642975e-09	0.384	0	0
