# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0.99857867	-5.849202e-10	-1.27156575e-11	0.283	0	0
0	0.9985805	-1.3987224e-10	-2.1266937e-09	0.284	0	0
0	0.9985825	5.09421e-10	7.1843465e-10	0.28500003	0	0
0	0.9985844	5.9525174e-10	-4.4504803e-10	0.286	0	0
0	0.9985861	-1.27156575e-11	6.1035155e-10	0.287	0	0
0	0.99858814	-7.23203e-10	-1.1825562e-09	0.288	0	0
0	0.99859	-1.5274684e-09	5.086263e-11	0.289	0	0
0	0.9985919	4.1325887e-10	-2.5431315e-11	0.28999996	0	0
0	0.99859375	1.0649364e-09	5.912781e-10	0.291	0	0
0	0.9985956	4.9591065e-10	4.227956e-10	0.292	0	0
0	0.9985975	8.360545e-10	4.5776366e-10	0.293	0	0
0	0.9985993	-6.961823e-10	6.357829e-11	0.29400003	0	0
0	0.998601	-3.25044e-10	5.4041546e-11	0.295	0	0
0	0.9986029	-2.2570291e-10	4.863739e-10	0.296	0	0
0	0.9986048	-1.5179316e-10	-3.115336e-10	0.29699996	0	0
0	0.9986067	-4.0372214e-10	4.9591065e-10	0.298	0	0
0	0.9986084	5.0703686e-10	7.5976053e-10	0.29899997	0	0
0	0.9986103	-1.1277199e-09	7.7883405e-10	0.3	0	0
0	0.9986121	-4.5140583e-10	3.7829082e-10	0.301	0	0
0	0.99861395	6.548564e-10	1.5195211e-09	0.30200002	0	0
0	0.9986156	-9.886424e-10	-3.5921732e-10	0.30300003	0	0
0	0.9986174	9.775162e-11	-3.1789144e-10	0.304	0	0
0	0.99861926	3.3219655e-10	-8.5830687e-10	0.305	0	0
0	0.99862105	-3.4888586e-10	7.2161355e-10	0.30599996	0	0
0	0.9986229	-7.168452e-10	-4.4504803e-11	0.307	0	0
0	0.99862456	-3.4809114e-10	-3.7193298e-10	0.308	0	0
0	0.9986265	-6.3578287e-10	-1.783371e-09	0.309	0	0
0	0.99862826	-5.8015187e-10	8.9327495e-10	0.31000003	0	0
0	0.9986298	-6.373723e-10	-1.9709269e-10	0.311	0	0
0	0.99863166	1.1110306e-09	-7.724762e-10	0.31200004	0	0
0	0.9986333	1.9248327e-09	-5.4041543e-10	0.31299996	0	0
0	0.99863523	9.950002e-10	-9.536743e-11	0.314	0	0
0	0.9986369	-1.1905035e-09	-9.6639e-10	0.31499997	0	0
0	0.99863863	-8.503596e-10	-8.4877017e-10	0.316	0	0
0	0.9986402	-1.4034907e-09	-2.892812e-10	0.317	0	0
0	0.99864197	-1.2032191e-09	-5.467733e-10	0.318	0	0
0	0.99864376	9.679795e-10	-1.1030833e-09	0.31900004	0	0
0	0.9986454	-5.5154165e-10	-4.0690104e-10	0.32	0	0
0	0.9986473	8.9009605e-11	-7.2161355e-10	0.321	0	0
0	0.9986489	-2.304713e-10	7.1207684e-10	0.32199997	0	0
0	0.9986505	3.3378602e-11	4.2597453e-10	0.32299998	0	0
0	0.9986523	5.165736e-11	-5.2134197e-10	0.324	0	0
0	0.99865395	3.5444894e-10	-1.7166138e-10	0.325	0	0
0	0.9986556	-8.4718066e-10	-8.9009605e-11	0.32600003	0	0
0	0.9986573	-2.7974448e-10	8.2651774e-11	0.327	0	0
0	0.99865896	1.2954076e-09	-2.9563904e-10	0.32800004	0	0
0	0.9986606	-2.1457672e-10	6.866455e-10	0.329	0	0
0	0.9986624	-9.409586e-10	5.086263e-11	0.33	0	0
0	0.99866384	1.2699763e-09	1.7166138e-10	0.33099997	0	0
0	0.99866563	-5.912781e-10	-2.892812e-10	0.332	0	0
0	0.9986673	-1.9788741e-10	1.557668e-10	0.333	0	0
0	0.99866885	-9.226799e-10	1.6403198e-09	0.334	0	0
0	0.9986705	2.9325486e-10	-5.6902566e-10	0.33500004	0	0
0	0.9986723	-2.9087066e-10	-8.5512797e-10	0.336	0	0
0	0.99867386	-1.077652e-09	2.3523966e-10	0.337	0	0
0	0.9986754	-1.2858709e-09	2.861023e-10	0.338	0	0
0	0.99867696	1.6212463e-10	8.9009605e-10	0.339	0	0
0	0.9986786	-8.5512797e-10	5.086263e-10	0.33999997	0	0
0	0.9986803	-1.5894572e-11	2.7656555e-10	0.341	0	0
0	0.9986819	-2.0980835e-10	5.3405763e-10	0.342	0	0
0	0.9986835	-8.72612e-10	-7.311503e-11	0.34300002	0	0
0	0.998685	6.3260397e-10	4.1325887e-10	0.344	0	0
0	0.9986867	-1.5099843e-11	-6.3260397e-10	0.34500003	0	0
0	0.9986882	9.48906e-10	5.086263e-10	0.346	0	0
0	0.9986898	-8.106232e-11	1.1571248e-09	0.347	0	0
0	0.99869144	8.7420143e-10	7.343292e-10	0.34799996	0	0
0	0.99869305	6.278356e-10	6.548564e-10	0.349	0	0
0	0.9986946	5.912781e-10	-1.7801921e-10	0.35	0	0
0	0.99869615	5.00679e-11	1.5258789e-10	0.351	0	0
